X.TCGA.A1.A0SE.01A.	X.TCGA.BRCA.	X.0.7979.
TCGA-KK-A6DY-01A	TCGA-PRAD	0,9661
TCGA-KK-A6E0-01A	TCGA-PRAD	0,9645
TCGA-KK-A6E1-01A	TCGA-PRAD	0,9637
TCGA-KK-A6E2-01A	TCGA-PRAD	0,9609
TCGA-KK-A6E3-01A	TCGA-PRAD	0,8647
TCGA-KK-A6E4-01A	TCGA-PRAD	0,9608
TCGA-KK-A6E5-01A	TCGA-PRAD	0,9121
TCGA-KK-A6E6-01A	TCGA-PRAD	0,8769
TCGA-KK-A6E7-01A	TCGA-PRAD	0,9601
TCGA-KK-A6E8-01A	TCGA-PRAD	0,9598
TCGA-KK-A7AP-01A	TCGA-PRAD	0,9828
TCGA-KK-A7AQ-01A	TCGA-PRAD	0,9084
TCGA-KK-A7AU-01A	TCGA-PRAD	1
TCGA-KK-A7AV-01A	TCGA-PRAD	0,7717
TCGA-KK-A7AW-01A	TCGA-PRAD	0,8556
TCGA-KK-A7AY-01A	TCGA-PRAD	0,9489
TCGA-KK-A7AZ-01A	TCGA-PRAD	0,9521
TCGA-KK-A7B0-01A	TCGA-PRAD	0,7913
TCGA-KK-A7B1-01A	TCGA-PRAD	0,88
TCGA-KK-A7B2-01A	TCGA-PRAD	0,8809
TCGA-KK-A7B3-01A	TCGA-PRAD	0,8084
TCGA-KK-A7B4-01A	TCGA-PRAD	0,8859
TCGA-KK-A8I4-01A	TCGA-PRAD	0,754
TCGA-KK-A8I5-01A	TCGA-PRAD	0,9167
TCGA-KK-A8I6-01A	TCGA-PRAD	0,9373
TCGA-KK-A8I7-01A	TCGA-PRAD	0,8263
TCGA-KK-A8I8-01A	TCGA-PRAD	0,9392
TCGA-KK-A8I9-01A	TCGA-PRAD	0,819
TCGA-KK-A8IA-01A	TCGA-PRAD	0,9616
TCGA-KK-A8IB-01A	TCGA-PRAD	0,7494
TCGA-KK-A8IC-01A	TCGA-PRAD	0,8387
TCGA-KK-A8ID-01A	TCGA-PRAD	0,9725
TCGA-KK-A8IF-01A	TCGA-PRAD	0,9606
TCGA-KK-A8IG-01A	TCGA-PRAD	0,8311
TCGA-KK-A8IH-01A	TCGA-PRAD	0,9174
TCGA-KK-A8II-01A	TCGA-PRAD	0,9954
TCGA-KK-A8IJ-01A	TCGA-PRAD	0,9372
TCGA-KK-A8IK-01A	TCGA-PRAD	0,9836
TCGA-KK-A8IL-01A	TCGA-PRAD	0,8152
TCGA-KK-A8IM-01A	TCGA-PRAD	0,8851
TCGA-M7-A71Y-01A	TCGA-PRAD	0,9255
TCGA-M7-A71Z-01A	TCGA-PRAD	0,9985
TCGA-M7-A720-01A	TCGA-PRAD	0,9431
TCGA-M7-A721-01A	TCGA-PRAD	0,9149
TCGA-M7-A722-01A	TCGA-PRAD	0,9571
TCGA-M7-A723-01A	TCGA-PRAD	0,7703
TCGA-M7-A724-01A	TCGA-PRAD	1
TCGA-M7-A725-01A	TCGA-PRAD	0,964
TCGA-MG-AAMC-01A	TCGA-PRAD	0,5271
TCGA-MG-AAMC-01A	TCGA-PRAD	0,5271
TCGA-QU-A6IL-01A	TCGA-PRAD	0,9492
TCGA-QU-A6IM-01A	TCGA-PRAD	0,878
TCGA-QU-A6IN-01A	TCGA-PRAD	0,9863
TCGA-QU-A6IO-01A	TCGA-PRAD	0,9084
TCGA-QU-A6IP-01A	TCGA-PRAD	0,9462
TCGA-SU-A7E7-01A	TCGA-PRAD	0,889
TCGA-TK-A8OK-01A	TCGA-PRAD	0,742
TCGA-TP-A8TT-01A	TCGA-PRAD	0,7375
TCGA-TP-A8TV-01A	TCGA-PRAD	0,5272
TCGA-V1-A8MF-01A	TCGA-PRAD	0,8806
TCGA-V1-A8MG-01A	TCGA-PRAD	0,8847
TCGA-V1-A8MJ-01A	TCGA-PRAD	0,7941
TCGA-V1-A8MK-01A	TCGA-PRAD	0,9154
TCGA-V1-A8ML-01A	TCGA-PRAD	0,9216
TCGA-V1-A8MM-01A	TCGA-PRAD	0,8153
TCGA-V1-A8MU-01A	TCGA-PRAD	0,8065
TCGA-V1-A8WL-01A	TCGA-PRAD	0,8634
TCGA-V1-A8WN-01A	TCGA-PRAD	0,9223
TCGA-V1-A8WS-01A	TCGA-PRAD	0,9733
TCGA-V1-A8WV-01A	TCGA-PRAD	0,8415
TCGA-V1-A8WW-01A	TCGA-PRAD	0,9077
TCGA-V1-A8X3-01A	TCGA-PRAD	0,9145
TCGA-V1-A9O5-01A	TCGA-PRAD	NaN
TCGA-V1-A9O7-01A	TCGA-PRAD	0,8034
TCGA-V1-A9O9-01A	TCGA-PRAD	0,4101
TCGA-V1-A9OA-01A	TCGA-PRAD	0,7787
TCGA-V1-A9OF-01A	TCGA-PRAD	0,5219
TCGA-V1-A9OH-01A	TCGA-PRAD	0,761
TCGA-V1-A9OL-01A	TCGA-PRAD	0,4813
TCGA-V1-A9OQ-01A	TCGA-PRAD	0,7601
TCGA-V1-A9OT-01A	TCGA-PRAD	0,4961
TCGA-V1-A9OX-01A	TCGA-PRAD	0,7568
TCGA-V1-A9OY-01A	TCGA-PRAD	0,4818
TCGA-V1-A9Z7-01A	TCGA-PRAD	0,8141
TCGA-V1-A9Z8-01A	TCGA-PRAD	0,4533
TCGA-V1-A9Z9-01A	TCGA-PRAD	0,8428
TCGA-V1-A9ZG-01A	TCGA-PRAD	0,4766
TCGA-V1-A9ZI-01A	TCGA-PRAD	0,7139
TCGA-V1-A9ZK-01A	TCGA-PRAD	0,4987
TCGA-V1-A9ZR-01A	TCGA-PRAD	0,7689
TCGA-VP-A872-01A	TCGA-PRAD	0,816
TCGA-VP-A875-01A	TCGA-PRAD	0,9893
TCGA-VP-A876-01A	TCGA-PRAD	0,9857
TCGA-VP-A878-01A	TCGA-PRAD	0,8545
TCGA-VP-A879-01A	TCGA-PRAD	0,9445
TCGA-VP-A87B-01A	TCGA-PRAD	0,9282
TCGA-VP-A87C-01A	TCGA-PRAD	0,6284
TCGA-VP-A87D-01A	TCGA-PRAD	0,978
TCGA-VP-A87E-01A	TCGA-PRAD	0,7588
TCGA-VP-A87H-01A	TCGA-PRAD	0,9365
TCGA-VP-A87J-01A	TCGA-PRAD	0,9543
TCGA-VP-A87K-01A	TCGA-PRAD	0,9717
TCGA-VP-AA1N-01A	TCGA-PRAD	0,8428
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-WW-A8ZI-01A	TCGA-PRAD	0,9365
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KQ-01A	TCGA-PRAD	0,8516
TCGA-X4-A8KS-01A	TCGA-PRAD	0,9113
TCGA-X4-A8KS-01A	TCGA-PRAD	0,9113
TCGA-X4-A8KS-01A	TCGA-PRAD	0,9113
TCGA-X4-A8KS-01A	TCGA-PRAD	0,9113
TCGA-XA-A8JR-01A	TCGA-PRAD	0,8903
TCGA-XJ-A83F-01A	TCGA-PRAD	0,9494
TCGA-XJ-A83G-01A	TCGA-PRAD	0,9701
TCGA-XJ-A83H-01A	TCGA-PRAD	0,9548
TCGA-XJ-A9DI-01A	TCGA-PRAD	0,836
TCGA-XJ-A9DK-01A	TCGA-PRAD	0,9165
TCGA-XJ-A9DQ-01A	TCGA-PRAD	0,9478
TCGA-XJ-A9DX-01A	TCGA-PRAD	0,9348
TCGA-XK-AAIR-01A	TCGA-PRAD	0,4821
TCGA-XK-AAIV-01A	TCGA-PRAD	0,7432
TCGA-XK-AAIW-01A	TCGA-PRAD	0,5085
TCGA-XK-AAJ3-01A	TCGA-PRAD	0,8377
TCGA-XK-AAJA-01A	TCGA-PRAD	0,5205
TCGA-XK-AAJP-01A	TCGA-PRAD	0,8551
TCGA-XK-AAJR-01A	TCGA-PRAD	0,7677
TCGA-XK-AAJT-01A	TCGA-PRAD	0,8643
TCGA-XK-AAJU-01A	TCGA-PRAD	0,8153
TCGA-XK-AAK1-01A	TCGA-PRAD	0,7821
TCGA-XQ-A8TA-01A	TCGA-PRAD	1
TCGA-XQ-A8TA-01A	TCGA-PRAD	1
TCGA-XQ-A8TB-01A	TCGA-PRAD	0,8821
TCGA-Y6-A8TL-01A	TCGA-PRAD	0,9365
TCGA-Y6-A8TL-01A	TCGA-PRAD	0,9365
TCGA-Y6-A8TL-01A	TCGA-PRAD	0,9365
TCGA-Y6-A8TL-01A	TCGA-PRAD	0,9365
TCGA-Y6-A8TL-01A	TCGA-PRAD	0,9365
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-Y6-A9XI-01A	TCGA-PRAD	0,789
TCGA-YL-A8HJ-01A	TCGA-PRAD	0,7466
TCGA-YL-A8HK-01A	TCGA-PRAD	0,7417
TCGA-YL-A8HL-01A	TCGA-PRAD	0,9729
TCGA-YL-A8HM-01A	TCGA-PRAD	0,8226
TCGA-YL-A8HO-01A	TCGA-PRAD	0,687
TCGA-YL-A8S8-01A	TCGA-PRAD	0,9035
TCGA-YL-A8S9-01A	TCGA-PRAD	0,9994
TCGA-YL-A8SA-01A	TCGA-PRAD	0,9817
TCGA-YL-A8SB-01A	TCGA-PRAD	0,8583
TCGA-YL-A8SC-01A	TCGA-PRAD	0,8413
TCGA-YL-A8SF-01A	TCGA-PRAD	0,8488
TCGA-YL-A8SH-01A	TCGA-PRAD	NA
TCGA-YL-A8SH-01A	TCGA-PRAD	NA
TCGA-YL-A8SH-01A	TCGA-PRAD	NA
TCGA-YL-A8SH-01A	TCGA-PRAD	NA
TCGA-YL-A8SI-01A	TCGA-PRAD	0,8238
TCGA-YL-A8SI-01A	TCGA-PRAD	0,8238
TCGA-YL-A8SI-01A	TCGA-PRAD	0,8238
TCGA-YL-A8SJ-01A	TCGA-PRAD	NA
TCGA-YL-A8SJ-01A	TCGA-PRAD	NA
TCGA-YL-A8SJ-01A	TCGA-PRAD	NA
TCGA-YL-A8SJ-01A	TCGA-PRAD	NA
TCGA-YL-A8SK-01A	TCGA-PRAD	NA
TCGA-YL-A8SK-01A	TCGA-PRAD	NA
TCGA-YL-A8SK-01A	TCGA-PRAD	NA
TCGA-YL-A8SK-01A	TCGA-PRAD	NA
TCGA-YL-A8SL-01A	TCGA-PRAD	NA
TCGA-YL-A8SL-01A	TCGA-PRAD	NA
TCGA-YL-A8SL-01A	TCGA-PRAD	NA
TCGA-YL-A8SL-01A	TCGA-PRAD	NA
TCGA-YL-A8SO-01A	TCGA-PRAD	NA
TCGA-YL-A8SP-01A	TCGA-PRAD	NA
TCGA-YL-A8SQ-01A	TCGA-PRAD	NA
TCGA-YL-A8SR-01A	TCGA-PRAD	NA
TCGA-YL-A9WH-01A	TCGA-PRAD	0,9425
TCGA-YL-A9WI-01A	TCGA-PRAD	0,9443
TCGA-YL-A9WI-01A	TCGA-PRAD	0,9443
TCGA-YL-A9WI-01A	TCGA-PRAD	0,9443
TCGA-YL-A9WI-01A	TCGA-PRAD	0,9443
TCGA-YL-A9WJ-01A	TCGA-PRAD	0,8348
TCGA-YL-A9WK-01A	TCGA-PRAD	0,818
TCGA-YL-A9WL-01A	TCGA-PRAD	0,9037
TCGA-YL-A9WX-01A	TCGA-PRAD	0,7355
TCGA-YL-A9WY-01A	TCGA-PRAD	0,6476
TCGA-AF-2687-01A	TCGA-READ	0,6455
TCGA-AF-2689-01A	TCGA-READ	0,744
TCGA-AF-2690-01A	TCGA-READ	0,5941
TCGA-AF-2691-01A	TCGA-READ	0,6099
TCGA-AF-2692-01A	TCGA-READ	0,8279
TCGA-AF-2693-01A	TCGA-READ	0,7758
TCGA-AF-3400-01A	TCGA-READ	0,5862
TCGA-AF-3911-01A	TCGA-READ	0,8475
TCGA-AF-3913-01A	TCGA-READ	0,8486
TCGA-AF-3914-01A	TCGA-READ	NaN
TCGA-AF-3914-01A	TCGA-READ	NaN
TCGA-AF-4110-01A	TCGA-READ	0,6965
TCGA-AF-5654-01A	TCGA-READ	0,912
TCGA-AF-6136-01A	TCGA-READ	0,789
TCGA-AF-6655-01A	TCGA-READ	0,6466
TCGA-AF-6672-01A	TCGA-READ	0,8137
TCGA-AF-A56K-01A	TCGA-READ	0,6649
TCGA-AF-A56L-01A	TCGA-READ	0,7913
TCGA-AF-A56N-01A	TCGA-READ	0,7275
TCGA-AG-3574-01A	TCGA-READ	0,7955
TCGA-AG-3575-01A	TCGA-READ	0,7386
TCGA-AG-3578-01A	TCGA-READ	0,7528
TCGA-AG-3580-01A	TCGA-READ	0,8137
TCGA-AG-3581-01A	TCGA-READ	0,7792
TCGA-AG-3582-01A	TCGA-READ	0,7927
TCGA-AG-3583-01A	TCGA-READ	0,7697
TCGA-AG-3584-01A	TCGA-READ	0,8374
TCGA-AG-3586-01A	TCGA-READ	0,874
TCGA-AG-3587-01A	TCGA-READ	0,8516
TCGA-AG-3591-01A	TCGA-READ	0,8102
TCGA-AG-3592-01A	TCGA-READ	0,8199
TCGA-AG-3593-01A	TCGA-READ	0,8551
TCGA-AG-3594-01A	TCGA-READ	0,7582
TCGA-AG-3598-01A	TCGA-READ	0,8834
TCGA-AG-3599-01A	TCGA-READ	0,8929
TCGA-AG-3600-01A	TCGA-READ	0,8374
TCGA-AG-3601-01A	TCGA-READ	0,8151
TCGA-AG-3602-01A	TCGA-READ	0,747
TCGA-AG-3605-01A	TCGA-READ	0,7914
TCGA-AG-3608-01A	TCGA-READ	0,8056
TCGA-AG-3609-01A	TCGA-READ	0,7612
TCGA-AG-3611-01A	TCGA-READ	0,8784
TCGA-AG-3612-01A	TCGA-READ	0,8519
TCGA-AG-3725-01A	TCGA-READ	0,8238
TCGA-AG-3726-01A	TCGA-READ	0,8486
TCGA-AG-3727-01A	TCGA-READ	0,8733
TCGA-AG-3728-01A	TCGA-READ	0,7379
TCGA-AG-3731-01A	TCGA-READ	0,6018
TCGA-AG-3732-01A	TCGA-READ	0,8171
TCGA-AG-3742-01A	TCGA-READ	0,8525
TCGA-AG-3878-01A	TCGA-READ	0,6938
TCGA-AG-3881-01A	TCGA-READ	0,8171
TCGA-AG-3882-01A	TCGA-READ	0,7775
TCGA-AG-3883-01A	TCGA-READ	0,8096
TCGA-AG-3885-01A	TCGA-READ	0,8729
TCGA-AG-3887-01A	TCGA-READ	0,8547
TCGA-AG-3890-01A	TCGA-READ	0,7155
TCGA-AG-3891-01A	TCGA-READ	NaN
TCGA-AG-3892-01A	TCGA-READ	0,6776
TCGA-AG-3893-01A	TCGA-READ	0,7961
TCGA-AG-3894-01A	TCGA-READ	0,8444
TCGA-AG-3896-01A	TCGA-READ	0,7479
TCGA-AG-3898-01A	TCGA-READ	0,679
TCGA-AG-3901-01A	TCGA-READ	0,6569
TCGA-AG-3902-01A	TCGA-READ	0,6655
TCGA-AG-3906-01A	TCGA-READ	NaN
TCGA-AG-3909-01A	TCGA-READ	0,6939
TCGA-AG-3999-01A	TCGA-READ	0,7897
TCGA-AG-4001-01A	TCGA-READ	0,6181
TCGA-AG-4005-01A	TCGA-READ	0,7947
TCGA-AG-4007-01A	TCGA-READ	0,7707
TCGA-AG-4008-01A	TCGA-READ	0,6647
TCGA-AG-4009-01A	TCGA-READ	NaN
TCGA-AG-4015-01A	TCGA-READ	0,8388
TCGA-AG-4021-01A	TCGA-READ	0,8008
TCGA-AG-4022-01A	TCGA-READ	0,7085
TCGA-AG-A002-01A	TCGA-READ	0,836
TCGA-AG-A008-01A	TCGA-READ	0,827
TCGA-AG-A00C-01A	TCGA-READ	0,8826
TCGA-AG-A00H-01A	TCGA-READ	0,6681
TCGA-AG-A00Y-01A	TCGA-READ	0,7027
TCGA-AG-A011-01A	TCGA-READ	0,6485
TCGA-AG-A014-01A	TCGA-READ	0,8245
TCGA-AG-A015-01A	TCGA-READ	0,851
TCGA-AG-A016-01A	TCGA-READ	0,8401
TCGA-AG-A01J-01A	TCGA-READ	0,6505
TCGA-AG-A01L-01A	TCGA-READ	0,8245
TCGA-AG-A01N-01A	TCGA-READ	0,7903
TCGA-AG-A01W-01A	TCGA-READ	0,7413
TCGA-AG-A01Y-01A	TCGA-READ	0,7799
TCGA-AG-A020-01A	TCGA-READ	0,8277
TCGA-AG-A023-01A	TCGA-READ	0,7602
TCGA-AG-A025-01A	TCGA-READ	0,843
TCGA-AG-A026-01A	TCGA-READ	0,888
TCGA-AG-A02G-01A	TCGA-READ	0,8229
TCGA-AG-A02N-01A	TCGA-READ	0,7019
TCGA-AG-A02X-01A	TCGA-READ	0,923
TCGA-AG-A032-01A	TCGA-READ	0,7819
TCGA-AG-A036-01A	TCGA-READ	0,7801
TCGA-AH-6544-01A	TCGA-READ	0,8927
TCGA-AH-6547-01A	TCGA-READ	0,6476
TCGA-AH-6549-01A	TCGA-READ	0,7466
TCGA-AH-6643-01A	TCGA-READ	0,8053
TCGA-AH-6644-01A	TCGA-READ	0,7507
TCGA-AH-6897-01A	TCGA-READ	0,8706
TCGA-AH-6903-01A	TCGA-READ	0,7982
TCGA-BM-6198-01A	TCGA-READ	0,7307
TCGA-CI-6622-01A	TCGA-READ	0,8081
TCGA-CI-6624-01A	TCGA-READ	NA
TCGA-CL-4957-01A	TCGA-READ	0,755
TCGA-CL-5917-01A	TCGA-READ	0,912
TCGA-CL-5918-01A	TCGA-READ	0,7724
TCGA-DC-4745-01A	TCGA-READ	0,9214
TCGA-DC-4749-01A	TCGA-READ	0,8232
TCGA-DC-5337-01A	TCGA-READ	0,6626
TCGA-DC-5869-01A	TCGA-READ	0,79
TCGA-DC-6154-01A	TCGA-READ	0,8418
TCGA-DC-6155-01A	TCGA-READ	0,7694
TCGA-DC-6156-01A	TCGA-READ	0,6393
TCGA-DC-6157-01A	TCGA-READ	0,8179
TCGA-DC-6158-01A	TCGA-READ	0,7114
TCGA-DC-6160-01A	TCGA-READ	0,706
TCGA-DC-6681-01A	TCGA-READ	0,7892
TCGA-DC-6682-01A	TCGA-READ	0,7235
TCGA-DC-6683-01A	TCGA-READ	0,7454
TCGA-DT-5265-01A	TCGA-READ	0,6843
TCGA-DY-A0XA-01A	TCGA-READ	0,9016
TCGA-DY-A1DC-01A	TCGA-READ	0,8521
TCGA-DY-A1DD-01A	TCGA-READ	0,8947
TCGA-DY-A1DE-01A	TCGA-READ	0,8635
TCGA-DY-A1DF-01A	TCGA-READ	0,8434
TCGA-DY-A1DG-01A	TCGA-READ	0,9231
TCGA-EF-5830-01A	TCGA-READ	0,8618
TCGA-EI-6506-01A	TCGA-READ	0,7854
TCGA-EI-6507-01A	TCGA-READ	0,6937
TCGA-EI-6508-01A	TCGA-READ	0,84
TCGA-EI-6509-01A	TCGA-READ	0,8243
TCGA-EI-6510-01A	TCGA-READ	0,8198
TCGA-EI-6511-01A	TCGA-READ	0,6855
TCGA-EI-6512-01A	TCGA-READ	0,7758
TCGA-EI-6513-01A	TCGA-READ	0,8312
TCGA-EI-6514-01A	TCGA-READ	0,8508
TCGA-EI-6881-01A	TCGA-READ	0,8096
TCGA-EI-6882-01A	TCGA-READ	0,8348
TCGA-EI-6883-01A	TCGA-READ	0,9098
TCGA-EI-6884-01A	TCGA-READ	0,7657
TCGA-EI-6885-01A	TCGA-READ	0,8017
TCGA-EI-6917-01A	TCGA-READ	0,6583
TCGA-EI-7002-01A	TCGA-READ	0,8802
TCGA-EI-7004-01A	TCGA-READ	0,671
TCGA-F5-6464-01A	TCGA-READ	0,6395
TCGA-F5-6465-01A	TCGA-READ	0,6491
TCGA-F5-6571-01A	TCGA-READ	0,7717
TCGA-F5-6702-01A	TCGA-READ	0,629
TCGA-F5-6810-01A	TCGA-READ	0,7439
TCGA-F5-6811-01A	TCGA-READ	0,746
TCGA-F5-6812-01A	TCGA-READ	0,713
TCGA-F5-6813-01A	TCGA-READ	0,7948
TCGA-F5-6814-01A	TCGA-READ	0,7964
TCGA-F5-6861-01A	TCGA-READ	0,769
TCGA-F5-6863-01A	TCGA-READ	0,9037
TCGA-F5-6864-01A	TCGA-READ	0,7629
TCGA-G5-6233-01A	TCGA-READ	0,7974
TCGA-G5-6235-01A	TCGA-READ	0,7823
TCGA-G5-6572-01A	TCGA-READ	0,8659
TCGA-G5-6641-01A	TCGA-READ	0,8374
TCGA-3N-A9WB-01A	TCGA-SKCM	NA
TCGA-3N-A9WC-01A	TCGA-SKCM	NA
TCGA-3N-A9WD-01A	TCGA-SKCM	NA
TCGA-BF-A1PU-01A	TCGA-SKCM	0,9253
TCGA-BF-A1PV-01A	TCGA-SKCM	0,949
TCGA-BF-A1PZ-01A	TCGA-SKCM	0,9223
TCGA-BF-A3DJ-01A	TCGA-SKCM	0,7019
TCGA-BF-A3DL-01A	TCGA-SKCM	0,8493
TCGA-BF-A3DM-01A	TCGA-SKCM	0,9253
TCGA-BF-A3DN-01A	TCGA-SKCM	0,8286
TCGA-BF-A5EO-01A	TCGA-SKCM	0,7781
TCGA-BF-A5EP-01A	TCGA-SKCM	0,7409
TCGA-BF-A5EQ-01A	TCGA-SKCM	0,742
TCGA-BF-A9VF-01A	TCGA-SKCM	0,8847
TCGA-BF-AAOU-01A	TCGA-SKCM	0,7913
TCGA-BF-AAOX-01A	TCGA-SKCM	0,9253
TCGA-BF-AAP0-01A	TCGA-SKCM	NA
TCGA-BF-AAP1-01A	TCGA-SKCM	0,9473
TCGA-BF-AAP2-01A	TCGA-SKCM	0,8246
TCGA-BF-AAP4-01A	TCGA-SKCM	0,7565
TCGA-BF-AAP6-01A	TCGA-SKCM	0,8006
TCGA-BF-AAP7-01A	TCGA-SKCM	0,6263
TCGA-D3-A1Q1-01A	TCGA-SKCM	NA
TCGA-D3-A1Q4-01A	TCGA-SKCM	NA
TCGA-D3-A1Q5-01A	TCGA-SKCM	NA
TCGA-D3-A1Q6-01A	TCGA-SKCM	NA
TCGA-D3-A1Q7-01A	TCGA-SKCM	NA
TCGA-D3-A1Q8-01A	TCGA-SKCM	NA
TCGA-D3-A1Q9-01A	TCGA-SKCM	NA
TCGA-D3-A1QA-01A	TCGA-SKCM	NA
TCGA-D3-A1QA-01A	TCGA-SKCM	NA
TCGA-D3-A1QB-01A	TCGA-SKCM	NA
TCGA-D3-A2J6-01A	TCGA-SKCM	NA
TCGA-D3-A2J7-01A	TCGA-SKCM	NA
TCGA-D3-A2J8-01A	TCGA-SKCM	NA
TCGA-D3-A2J9-01A	TCGA-SKCM	NA
TCGA-D3-A2JA-01A	TCGA-SKCM	NA
TCGA-D3-A2JB-01A	TCGA-SKCM	NA
TCGA-D3-A2JC-01A	TCGA-SKCM	NA
TCGA-D3-A2JD-01A	TCGA-SKCM	NA
TCGA-D3-A2JE-01A	TCGA-SKCM	NA
TCGA-D3-A2JF-01A	TCGA-SKCM	NA
TCGA-D3-A2JG-01A	TCGA-SKCM	NA
TCGA-D3-A2JH-01A	TCGA-SKCM	NA
TCGA-D3-A2JK-01A	TCGA-SKCM	NA
TCGA-D3-A2JL-01A	TCGA-SKCM	NA
TCGA-D3-A2JN-01A	TCGA-SKCM	NA
TCGA-D3-A2JO-01A	TCGA-SKCM	NA
TCGA-D3-A2JP-01A	TCGA-SKCM	NA
TCGA-D3-A3BZ-01A	TCGA-SKCM	NA
TCGA-D3-A3C1-01A	TCGA-SKCM	NA
TCGA-D3-A3C3-01A	TCGA-SKCM	NA
TCGA-D3-A3C6-01A	TCGA-SKCM	NA
TCGA-D3-A3C7-01A	TCGA-SKCM	NA
TCGA-D3-A3C8-01A	TCGA-SKCM	NA
TCGA-D3-A3CB-01A	TCGA-SKCM	NA
TCGA-D3-A3CC-01A	TCGA-SKCM	NA
TCGA-D3-A3CE-01A	TCGA-SKCM	NA
TCGA-D3-A3CF-01A	TCGA-SKCM	NA
TCGA-D3-A3MO-01A	TCGA-SKCM	NA
TCGA-D3-A3MR-01A	TCGA-SKCM	NA
TCGA-D3-A3MV-01A	TCGA-SKCM	NA
TCGA-D3-A51E-01A	TCGA-SKCM	NA
TCGA-D3-A51F-01A	TCGA-SKCM	NA
TCGA-D3-A51G-01A	TCGA-SKCM	NA
TCGA-D3-A51H-01A	TCGA-SKCM	NA
TCGA-D3-A51J-01A	TCGA-SKCM	NA
TCGA-D3-A51K-01A	TCGA-SKCM	NA
TCGA-D3-A51N-01A	TCGA-SKCM	NA
TCGA-D3-A51R-01A	TCGA-SKCM	NA
TCGA-D3-A51T-01A	TCGA-SKCM	NA
TCGA-D3-A5GL-01A	TCGA-SKCM	NA
TCGA-D3-A5GN-01A	TCGA-SKCM	NA
TCGA-D3-A5GO-01A	TCGA-SKCM	NA
TCGA-D3-A5GR-01A	TCGA-SKCM	NA
TCGA-D3-A5GS-01A	TCGA-SKCM	NA
TCGA-D3-A5GT-01A	TCGA-SKCM	0,9619
TCGA-D3-A5GU-01A	TCGA-SKCM	NA
TCGA-D3-A8GB-01A	TCGA-SKCM	NA
TCGA-D3-A8GC-01A	TCGA-SKCM	NA
TCGA-D3-A8GD-01A	TCGA-SKCM	NA
TCGA-D3-A8GE-01A	TCGA-SKCM	NA
TCGA-D3-A8GI-01A	TCGA-SKCM	NA
TCGA-D3-A8GJ-01A	TCGA-SKCM	NA
TCGA-D3-A8GK-01A	TCGA-SKCM	NA
TCGA-D3-A8GL-01A	TCGA-SKCM	NA
TCGA-D3-A8GM-01A	TCGA-SKCM	NA
TCGA-D3-A8GN-01A	TCGA-SKCM	NA
TCGA-D3-A8GO-01A	TCGA-SKCM	NA
TCGA-D3-A8GP-01A	TCGA-SKCM	NA
TCGA-D3-A8GQ-01A	TCGA-SKCM	NA
TCGA-D3-A8GR-01A	TCGA-SKCM	NA
TCGA-D3-A8GS-01A	TCGA-SKCM	NA
TCGA-D3-A8GV-01A	TCGA-SKCM	NA
TCGA-D9-A148-01A	TCGA-SKCM	NA
TCGA-D9-A149-01A	TCGA-SKCM	NA
TCGA-D9-A1JW-01A	TCGA-SKCM	NA
TCGA-D9-A1JW-01A	TCGA-SKCM	NA
TCGA-D9-A1JX-01A	TCGA-SKCM	NA
TCGA-D9-A1JX-01A	TCGA-SKCM	NA
TCGA-D9-A1X3-01A	TCGA-SKCM	NA
TCGA-D9-A1X3-01A	TCGA-SKCM	NA
TCGA-D9-A3Z1-01A	TCGA-SKCM	NA
TCGA-D9-A3Z3-01A	TCGA-SKCM	NA
TCGA-D9-A3Z3-01A	TCGA-SKCM	NA
TCGA-D9-A3Z4-01A	TCGA-SKCM	0,8105
TCGA-D9-A3Z4-01A	TCGA-SKCM	0,8105
TCGA-D9-A4Z2-01A	TCGA-SKCM	0,7913
TCGA-D9-A4Z3-01A	TCGA-SKCM	0,859
TCGA-D9-A4Z5-01A	TCGA-SKCM	0,9072
TCGA-D9-A4Z6-01A	TCGA-SKCM	NA
TCGA-D9-A6E9-01A	TCGA-SKCM	NA
