X.TCGA.A1.A0SE.01A.	X.TCGA.BRCA.	X.0.7979.
TCGA-SX-A7SM-01A	TCGA-KIRP	0,8475
TCGA-SX-A7SN-01A	TCGA-KIRP	0,8013
TCGA-SX-A7SO-01A	TCGA-KIRP	0,9329
TCGA-SX-A7SP-01A	TCGA-KIRP	0,7711
TCGA-SX-A7SQ-01A	TCGA-KIRP	0,9322
TCGA-SX-A7SR-01A	TCGA-KIRP	0,833
TCGA-SX-A7SS-01A	TCGA-KIRP	0,8436
TCGA-SX-A7SU-01A	TCGA-KIRP	0,856
TCGA-UZ-A9PJ-01A	TCGA-KIRP	0,9469
TCGA-UZ-A9PK-01A	TCGA-KIRP	0,813
TCGA-UZ-A9PL-01A	TCGA-KIRP	0,9854
TCGA-UZ-A9PM-01A	TCGA-KIRP	0,6044
TCGA-UZ-A9PN-01A	TCGA-KIRP	0,7466
TCGA-UZ-A9PO-01A	TCGA-KIRP	0,6739
TCGA-UZ-A9PP-01A	TCGA-KIRP	0,8984
TCGA-UZ-A9PQ-01A	TCGA-KIRP	0,5217
TCGA-UZ-A9PR-01A	TCGA-KIRP	0,9165
TCGA-UZ-A9PS-01A	TCGA-KIRP	NaN
TCGA-UZ-A9PU-01A	TCGA-KIRP	0,4923
TCGA-UZ-A9PV-01A	TCGA-KIRP	0,7965
TCGA-UZ-A9PX-01A	TCGA-KIRP	0,8709
TCGA-UZ-A9PZ-01A	TCGA-KIRP	0,9142
TCGA-UZ-A9Q0-01A	TCGA-KIRP	0,9068
TCGA-UZ-A9Q1-01A	TCGA-KIRP	0,7713
TCGA-V9-A7HT-01A	TCGA-KIRP	0,6746
TCGA-WN-A9G9-01A	TCGA-KIRP	0,3401
TCGA-WN-AB4C-01A	TCGA-KIRP	0,8229
TCGA-Y8-A894-01A	TCGA-KIRP	0,992
TCGA-Y8-A895-01A	TCGA-KIRP	0,8299
TCGA-Y8-A896-01A	TCGA-KIRP	0,6115
TCGA-Y8-A897-01A	TCGA-KIRP	0,7747
TCGA-Y8-A898-01A	TCGA-KIRP	0,6671
TCGA-Y8-A8RY-01A	TCGA-KIRP	0,782
TCGA-Y8-A8RZ-01A	TCGA-KIRP	0,9002
TCGA-Y8-A8S0-01A	TCGA-KIRP	0,9289
TCGA-Y8-A8S1-01A	TCGA-KIRP	0,4213
TCGA-2V-A95S-01A	TCGA-LIHC	0,6126
TCGA-2Y-A9GS-01A	TCGA-LIHC	0,5915
TCGA-2Y-A9GT-01A	TCGA-LIHC	0,6718
TCGA-2Y-A9GU-01A	TCGA-LIHC	0,9342
TCGA-2Y-A9GV-01A	TCGA-LIHC	0,7535
TCGA-2Y-A9GW-01A	TCGA-LIHC	0,6685
TCGA-2Y-A9GX-01A	TCGA-LIHC	0,5373
TCGA-2Y-A9GY-01A	TCGA-LIHC	0,7609
TCGA-2Y-A9GZ-01A	TCGA-LIHC	0,836
TCGA-2Y-A9H0-01A	TCGA-LIHC	0,8676
TCGA-2Y-A9H1-01A	TCGA-LIHC	0,8159
TCGA-2Y-A9H2-01A	TCGA-LIHC	0,8726
TCGA-2Y-A9H3-01A	TCGA-LIHC	0,65
TCGA-2Y-A9H4-01A	TCGA-LIHC	0,8585
TCGA-2Y-A9H5-01A	TCGA-LIHC	0,8124
TCGA-2Y-A9H6-01A	TCGA-LIHC	0,7599
TCGA-2Y-A9H7-01A	TCGA-LIHC	0,8618
TCGA-2Y-A9H8-01A	TCGA-LIHC	0,7913
TCGA-2Y-A9H9-01A	TCGA-LIHC	0,7913
TCGA-2Y-A9HA-01A	TCGA-LIHC	0,9215
TCGA-2Y-A9HB-01A	TCGA-LIHC	0,7019
TCGA-4R-AA8I-01A	TCGA-LIHC	0,8829
TCGA-5C-A9VG-01A	TCGA-LIHC	0,8806
TCGA-5C-A9VH-01A	TCGA-LIHC	0,8654
TCGA-5C-AAPD-01A	TCGA-LIHC	0,6829
TCGA-5R-AA1C-01A	TCGA-LIHC	0,8363
TCGA-5R-AA1D-01A	TCGA-LIHC	0,6839
TCGA-5R-AAAM-01A	TCGA-LIHC	0,7653
TCGA-BC-4072-01A	TCGA-LIHC	NA
TCGA-BC-4073-01A	TCGA-LIHC	NA
TCGA-BC-A10Q-01A	TCGA-LIHC	0,8747
TCGA-BC-A10R-01A	TCGA-LIHC	0,8344
TCGA-BC-A10S-01A	TCGA-LIHC	0,7502
TCGA-BC-A10T-01A	TCGA-LIHC	0,7229
TCGA-BC-A10U-01A	TCGA-LIHC	0,9253
TCGA-BC-A10W-01A	TCGA-LIHC	0,8259
TCGA-BC-A10X-01A	TCGA-LIHC	0,7152
TCGA-BC-A10Y-01A	TCGA-LIHC	0,7256
TCGA-BC-A10Z-01A	TCGA-LIHC	0,9253
TCGA-BC-A110-01A	TCGA-LIHC	0,563
TCGA-BC-A112-01A	TCGA-LIHC	0,8806
TCGA-BC-A216-01A	TCGA-LIHC	0,8508
TCGA-BC-A217-01A	TCGA-LIHC	0,7188
TCGA-BC-A3KF-01A	TCGA-LIHC	0,7893
TCGA-BC-A3KG-01A	TCGA-LIHC	0,9225
TCGA-BC-A5W4-01A	TCGA-LIHC	0,9763
TCGA-BC-A69H-01A	TCGA-LIHC	0,7565
TCGA-BC-A69I-01A	TCGA-LIHC	0,8148
TCGA-BC-A8YO-01A	TCGA-LIHC	0,6693
TCGA-BW-A5NO-01A	TCGA-LIHC	0,7913
TCGA-BW-A5NP-01A	TCGA-LIHC	0,9692
TCGA-BW-A5NQ-01A	TCGA-LIHC	0,4815
TCGA-CC-5258-01A	TCGA-LIHC	0,7384
TCGA-CC-5259-01A	TCGA-LIHC	0,7234
TCGA-CC-5260-01A	TCGA-LIHC	0,7628
TCGA-CC-5261-01A	TCGA-LIHC	0,7076
TCGA-CC-5262-01A	TCGA-LIHC	0,6898
TCGA-CC-5263-01A	TCGA-LIHC	0,7011
TCGA-CC-5264-01A	TCGA-LIHC	0,8583
TCGA-CC-A123-01A	TCGA-LIHC	0,8879
TCGA-CC-A1HT-01A	TCGA-LIHC	0,5598
TCGA-CC-A3M9-01A	TCGA-LIHC	0,2738
TCGA-CC-A3MA-01A	TCGA-LIHC	0,8811
TCGA-CC-A3MB-01A	TCGA-LIHC	0,836
TCGA-CC-A3MC-01A	TCGA-LIHC	0,8509
TCGA-CC-A5UC-01A	TCGA-LIHC	0,8364
TCGA-CC-A5UD-01A	TCGA-LIHC	0,9241
TCGA-CC-A5UE-01A	TCGA-LIHC	0,7913
TCGA-CC-A7IE-01A	TCGA-LIHC	0,7868
TCGA-CC-A7IF-01A	TCGA-LIHC	0,9411
TCGA-CC-A7IG-01A	TCGA-LIHC	0,8644
TCGA-CC-A7IH-01A	TCGA-LIHC	0,8448
TCGA-CC-A7II-01A	TCGA-LIHC	0,6677
TCGA-CC-A7IJ-01A	TCGA-LIHC	0,536
TCGA-CC-A7IK-01A	TCGA-LIHC	0,7913
TCGA-CC-A7IL-01A	TCGA-LIHC	0,7913
TCGA-CC-A8HS-01A	TCGA-LIHC	0,9492
TCGA-CC-A8HT-01A	TCGA-LIHC	0,3755
TCGA-CC-A8HU-01A	TCGA-LIHC	0,7913
TCGA-CC-A8HV-01A	TCGA-LIHC	0,8731
TCGA-CC-A9FS-01A	TCGA-LIHC	0,8806
TCGA-CC-A9FU-01A	TCGA-LIHC	0,6756
TCGA-CC-A9FV-01A	TCGA-LIHC	0,364
TCGA-CC-A9FW-01A	TCGA-LIHC	0,6542
TCGA-DD-A113-01A	TCGA-LIHC	0,8555
TCGA-DD-A113-01A	TCGA-LIHC	0,8555
TCGA-DD-A114-01A	TCGA-LIHC	0,5825
TCGA-DD-A115-01A	TCGA-LIHC	0,6079
TCGA-DD-A116-01A	TCGA-LIHC	0,8461
TCGA-DD-A118-01A	TCGA-LIHC	0,8427
TCGA-DD-A119-01A	TCGA-LIHC	0,8434
TCGA-DD-A11A-01A	TCGA-LIHC	0,836
TCGA-DD-A11B-01A	TCGA-LIHC	0,9081
TCGA-DD-A11C-01A	TCGA-LIHC	0,7861
TCGA-DD-A11D-01A	TCGA-LIHC	0,8805
TCGA-DD-A11D-01A	TCGA-LIHC	0,8805
TCGA-DD-A1E9-01A	TCGA-LIHC	0,7465
TCGA-DD-A1EA-01A	TCGA-LIHC	0,6893
TCGA-DD-A1EB-01A	TCGA-LIHC	0,8994
TCGA-DD-A1EC-01A	TCGA-LIHC	0,5
TCGA-DD-A1ED-01A	TCGA-LIHC	0,6764
TCGA-DD-A1EE-01A	TCGA-LIHC	0,8705
TCGA-DD-A1EF-01A	TCGA-LIHC	0,7749
TCGA-DD-A1EG-01A	TCGA-LIHC	0,6859
TCGA-DD-A1EH-01A	TCGA-LIHC	0,8831
TCGA-DD-A1EI-01A	TCGA-LIHC	0,699
TCGA-DD-A1EJ-01A	TCGA-LIHC	0,8806
TCGA-DD-A1EK-01A	TCGA-LIHC	0,6291
TCGA-DD-A1EL-01A	TCGA-LIHC	0,6151
TCGA-DD-A39V-01A	TCGA-LIHC	0,7355
TCGA-DD-A39W-01A	TCGA-LIHC	0,9176
TCGA-DD-A39X-01A	TCGA-LIHC	0,7659
TCGA-DD-A39X-01A	TCGA-LIHC	0,7659
TCGA-DD-A39Y-01A	TCGA-LIHC	0,8985
TCGA-DD-A39Z-01A	TCGA-LIHC	0,8268
TCGA-DD-A3A0-01A	TCGA-LIHC	0,799
TCGA-DD-A3A1-01A	TCGA-LIHC	0,5186
TCGA-DD-A3A2-01A	TCGA-LIHC	0,8732
TCGA-DD-A3A3-01A	TCGA-LIHC	0,9291
TCGA-DD-A3A3-01A	TCGA-LIHC	0,9291
TCGA-DD-A3A4-01A	TCGA-LIHC	0,887
TCGA-DD-A3A5-01A	TCGA-LIHC	0,8135
TCGA-DD-A3A6-01A	TCGA-LIHC	0,4083
TCGA-DD-A3A7-01A	TCGA-LIHC	0,9121
TCGA-DD-A3A8-01A	TCGA-LIHC	0,9331
TCGA-DD-A3A9-01A	TCGA-LIHC	0,8672
TCGA-DD-A4NA-01A	TCGA-LIHC	0,824
TCGA-DD-A4NB-01A	TCGA-LIHC	0,613
TCGA-DD-A4ND-01A	TCGA-LIHC	0,6311
TCGA-DD-A4NE-01A	TCGA-LIHC	0,903
TCGA-DD-A4NF-01A	TCGA-LIHC	0,882
TCGA-DD-A4NG-01A	TCGA-LIHC	0,8704
TCGA-DD-A4NH-01A	TCGA-LIHC	0,473
TCGA-DD-A4NI-01A	TCGA-LIHC	0,7396
TCGA-DD-A4NI-01A	TCGA-LIHC	0,7396
TCGA-DD-A4NJ-01A	TCGA-LIHC	0,7
TCGA-DD-A4NK-01A	TCGA-LIHC	0,7156
TCGA-DD-A4NL-01A	TCGA-LIHC	0,8108
TCGA-DD-A4NN-01A	TCGA-LIHC	0,9311
TCGA-DD-A4NO-01A	TCGA-LIHC	0,8489
TCGA-DD-A4NP-01A	TCGA-LIHC	0,8793
TCGA-DD-A4NQ-01A	TCGA-LIHC	0,8693
TCGA-DD-A4NR-01A	TCGA-LIHC	0,3971
TCGA-DD-A4NS-01A	TCGA-LIHC	0,6296
TCGA-DD-A4NV-01A	TCGA-LIHC	0,6203
TCGA-DD-A73A-01A	TCGA-LIHC	0,8477
TCGA-DD-A73A-01A	TCGA-LIHC	0,8477
TCGA-DD-A73B-01A	TCGA-LIHC	0,9426
TCGA-DD-A73B-01A	TCGA-LIHC	0,9426
TCGA-DD-A73C-01A	TCGA-LIHC	0,8258
TCGA-DD-A73C-01A	TCGA-LIHC	0,8258
TCGA-DD-A73D-01A	TCGA-LIHC	0,9415
TCGA-DD-A73D-01A	TCGA-LIHC	0,9415
TCGA-DD-A73E-01A	TCGA-LIHC	0,87
TCGA-DD-A73E-01A	TCGA-LIHC	0,87
TCGA-DD-A73F-01A	TCGA-LIHC	0,526
TCGA-DD-A73G-01A	TCGA-LIHC	0,8457
TCGA-DD-A73G-01A	TCGA-LIHC	0,8457
TCGA-DD-A73G-01A	TCGA-LIHC	0,8457
TCGA-DD-AA3A-01A	TCGA-LIHC	0,8837
TCGA-DD-AAC8-01A	TCGA-LIHC	0,9026
TCGA-DD-AAC9-01A	TCGA-LIHC	0,8147
TCGA-DD-AACA-01A	TCGA-LIHC	0,923
TCGA-DD-AACB-01A	TCGA-LIHC	0,7781
TCGA-DD-AACC-01A	TCGA-LIHC	0,5534
TCGA-DD-AACD-01A	TCGA-LIHC	0,851
TCGA-DD-AACE-01A	TCGA-LIHC	0,8405
TCGA-DD-AACF-01A	TCGA-LIHC	0,8285
TCGA-DD-AACG-01A	TCGA-LIHC	0,8387
TCGA-DD-AACH-01A	TCGA-LIHC	0,7855
TCGA-DD-AACI-01A	TCGA-LIHC	0,6699
TCGA-DD-AACJ-01A	TCGA-LIHC	0,796
TCGA-DD-AACK-01A	TCGA-LIHC	0,807
TCGA-DD-AACL-01A	TCGA-LIHC	0,7435
TCGA-DD-AACM-01A	TCGA-LIHC	NaN
TCGA-DD-AACN-01A	TCGA-LIHC	0,8535
TCGA-DD-AACO-01A	TCGA-LIHC	0,8652
TCGA-DD-AACP-01A	TCGA-LIHC	0,9494
TCGA-DD-AACQ-01A	TCGA-LIHC	0,903
TCGA-DD-AACS-01A	TCGA-LIHC	0,8913
TCGA-DD-AACT-01A	TCGA-LIHC	0,8079
TCGA-DD-AACU-01A	TCGA-LIHC	0,8052
TCGA-DD-AACV-01A	TCGA-LIHC	0,8822
TCGA-DD-AACW-01A	TCGA-LIHC	0,8547
TCGA-DD-AACX-01A	TCGA-LIHC	0,7905
TCGA-DD-AACY-01A	TCGA-LIHC	0,9077
TCGA-DD-AACZ-01A	TCGA-LIHC	0,6964
TCGA-DD-AAD0-01A	TCGA-LIHC	0,9394
TCGA-DD-AAD1-01A	TCGA-LIHC	0,7702
TCGA-DD-AAD2-01A	TCGA-LIHC	0,7669
TCGA-DD-AAD3-01A	TCGA-LIHC	0,7732
TCGA-DD-AAD5-01A	TCGA-LIHC	0,818
TCGA-DD-AAD6-01A	TCGA-LIHC	0,8901
TCGA-DD-AAD8-01A	TCGA-LIHC	0,7829
TCGA-DD-AADA-01A	TCGA-LIHC	0,8421
TCGA-DD-AADB-01A	TCGA-LIHC	0,8668
TCGA-DD-AADC-01A	TCGA-LIHC	0,9079
TCGA-DD-AADD-01A	TCGA-LIHC	0,939
TCGA-DD-AADE-01A	TCGA-LIHC	NaN
TCGA-DD-AADF-01A	TCGA-LIHC	0,9068
TCGA-DD-AADG-01A	TCGA-LIHC	0,9344
TCGA-DD-AADI-01A	TCGA-LIHC	0,7622
TCGA-DD-AADJ-01A	TCGA-LIHC	0,798
TCGA-DD-AADK-01A	TCGA-LIHC	0,7658
TCGA-DD-AADL-01A	TCGA-LIHC	0,8937
TCGA-DD-AADM-01A	TCGA-LIHC	0,7986
TCGA-DD-AADN-01A	TCGA-LIHC	0,7628
TCGA-DD-AADO-01A	TCGA-LIHC	0,8368
TCGA-DD-AADP-01A	TCGA-LIHC	0,8566
TCGA-DD-AADQ-01A	TCGA-LIHC	0,8434
TCGA-DD-AADR-01A	TCGA-LIHC	0,7408
TCGA-DD-AADS-01A	TCGA-LIHC	0,8022
TCGA-DD-AADU-01A	TCGA-LIHC	0,8871
TCGA-DD-AADV-01A	TCGA-LIHC	0,6582
TCGA-DD-AADW-01A	TCGA-LIHC	0,9013
TCGA-DD-AADY-01A	TCGA-LIHC	0,8529
TCGA-DD-AAE0-01A	TCGA-LIHC	0,91
TCGA-DD-AAE1-01A	TCGA-LIHC	0,757
TCGA-DD-AAE2-01A	TCGA-LIHC	0,706
TCGA-DD-AAE3-01A	TCGA-LIHC	0,8787
TCGA-DD-AAE4-01A	TCGA-LIHC	0,6127
TCGA-DD-AAE6-01A	TCGA-LIHC	0,8448
TCGA-DD-AAE7-01A	TCGA-LIHC	0,7627
TCGA-DD-AAE8-01A	TCGA-LIHC	NaN
TCGA-DD-AAE9-01A	TCGA-LIHC	0,8883
TCGA-DD-AAEA-01A	TCGA-LIHC	0,8533
TCGA-DD-AAEB-01A	TCGA-LIHC	0,8354
TCGA-DD-AAED-01A	TCGA-LIHC	0,8454
TCGA-DD-AAEE-01A	TCGA-LIHC	0,8377
TCGA-DD-AAEG-01A	TCGA-LIHC	0,9164
TCGA-DD-AAEH-01A	TCGA-LIHC	0,7397
TCGA-DD-AAEI-01A	TCGA-LIHC	0,8302
TCGA-DD-AAEK-01A	TCGA-LIHC	0,7375
TCGA-DD-AAVP-01A	TCGA-LIHC	0,8591
TCGA-DD-AAVQ-01A	TCGA-LIHC	0,6446
TCGA-DD-AAVR-01A	TCGA-LIHC	0,7606
TCGA-DD-AAVS-01A	TCGA-LIHC	0,9043
TCGA-DD-AAVU-01A	TCGA-LIHC	0,9055
TCGA-DD-AAVV-01A	TCGA-LIHC	0,7956
TCGA-DD-AAVW-01A	TCGA-LIHC	0,7001
TCGA-DD-AAVX-01A	TCGA-LIHC	0,746
TCGA-DD-AAVY-01A	TCGA-LIHC	0,8463
TCGA-DD-AAVZ-01A	TCGA-LIHC	0,8186
TCGA-DD-AAW0-01A	TCGA-LIHC	0,7563
TCGA-DD-AAW1-01A	TCGA-LIHC	0,8541
TCGA-DD-AAW2-01A	TCGA-LIHC	0,921
TCGA-DD-AAW3-01A	TCGA-LIHC	0,881
TCGA-ED-A459-01A	TCGA-LIHC	0,6892
TCGA-ED-A4XI-01A	TCGA-LIHC	0,7416
TCGA-ED-A5KG-01A	TCGA-LIHC	0,2601
TCGA-ED-A627-01A	TCGA-LIHC	0,5081
TCGA-ED-A66X-01A	TCGA-LIHC	0,6058
TCGA-ED-A66Y-01A	TCGA-LIHC	0,9706
TCGA-ED-A7PX-01A	TCGA-LIHC	0,8407
TCGA-ED-A7PY-01A	TCGA-LIHC	0,9542
TCGA-ED-A7PZ-01A	TCGA-LIHC	0,6023
TCGA-ED-A7XO-01A	TCGA-LIHC	0,7832
TCGA-ED-A7XP-01A	TCGA-LIHC	0,8235
TCGA-ED-A82E-01A	TCGA-LIHC	0,8806
TCGA-ED-A8O5-01A	TCGA-LIHC	0,9121
TCGA-ED-A8O6-01A	TCGA-LIHC	0,7731
TCGA-ED-A97K-01A	TCGA-LIHC	0,8178
TCGA-EP-A12J-01A	TCGA-LIHC	0,9011
TCGA-EP-A12J-01A	TCGA-LIHC	0,9011
TCGA-EP-A26S-01A	TCGA-LIHC	0,8806
TCGA-EP-A2KA-01A	TCGA-LIHC	0,6681
TCGA-EP-A2KB-01A	TCGA-LIHC	0,9283
TCGA-EP-A2KC-01A	TCGA-LIHC	0,7656
TCGA-EP-A3JL-01A	TCGA-LIHC	0,6974
TCGA-EP-A3RK-01A	TCGA-LIHC	0,6344
TCGA-FV-A23B-01A	TCGA-LIHC	0,8475
TCGA-FV-A2QQ-01A	TCGA-LIHC	0,8036
TCGA-FV-A2QR-01A	TCGA-LIHC	0,6383
TCGA-FV-A3I0-01A	TCGA-LIHC	0,8806
TCGA-FV-A3I1-01A	TCGA-LIHC	0,6403
TCGA-FV-A3R2-01A	TCGA-LIHC	0,8806
TCGA-FV-A3R3-01A	TCGA-LIHC	0,6837
TCGA-FV-A495-01A	TCGA-LIHC	0,683
TCGA-FV-A496-01A	TCGA-LIHC	0,8989
TCGA-FV-A4ZP-01A	TCGA-LIHC	0,7844
TCGA-FV-A4ZQ-01A	TCGA-LIHC	0,7502
TCGA-G3-A25S-01A	TCGA-LIHC	0,7913
TCGA-G3-A25T-01A	TCGA-LIHC	0,8546
TCGA-G3-A25U-01A	TCGA-LIHC	0,8599
TCGA-G3-A25V-01A	TCGA-LIHC	0,4453
TCGA-G3-A25W-01A	TCGA-LIHC	0,6655
TCGA-G3-A25X-01A	TCGA-LIHC	0,6908
TCGA-G3-A25Y-01A	TCGA-LIHC	0,7949
TCGA-G3-A25Z-01A	TCGA-LIHC	0,8353
TCGA-G3-A3CH-01A	TCGA-LIHC	0,8462
TCGA-G3-A3CI-01A	TCGA-LIHC	0,5222
TCGA-G3-A3CJ-01A	TCGA-LIHC	0,8806
TCGA-G3-A3CK-01A	TCGA-LIHC	0,8374
TCGA-G3-A5SI-01A	TCGA-LIHC	0,9468
TCGA-G3-A5SJ-01A	TCGA-LIHC	0,6573
TCGA-G3-A5SK-01A	TCGA-LIHC	0,6982
TCGA-G3-A5SL-01A	TCGA-LIHC	0,8806
TCGA-G3-A5SM-01A	TCGA-LIHC	0,6313
TCGA-G3-A6UC-01A	TCGA-LIHC	0,7582
TCGA-G3-A7M5-01A	TCGA-LIHC	0,8932
TCGA-G3-A7M6-01A	TCGA-LIHC	0,8784
TCGA-G3-A7M7-01A	TCGA-LIHC	0,836
TCGA-G3-A7M8-01A	TCGA-LIHC	0,7561
TCGA-G3-AAUZ-01A	TCGA-LIHC	0,7762
TCGA-G3-AAV0-01A	TCGA-LIHC	0,836
TCGA-G3-AAV1-01A	TCGA-LIHC	0,7913
TCGA-G3-AAV2-01A	TCGA-LIHC	0,8165
TCGA-G3-AAV3-01A	TCGA-LIHC	0,4591
TCGA-G3-AAV4-01A	TCGA-LIHC	0,9109
TCGA-G3-AAV5-01A	TCGA-LIHC	0,7466
TCGA-G3-AAV6-01A	TCGA-LIHC	0,7231
TCGA-G3-AAV7-01A	TCGA-LIHC	0,7019
TCGA-GJ-A3OU-01A	TCGA-LIHC	0,4223
TCGA-GJ-A6C0-01A	TCGA-LIHC	0,67
TCGA-GJ-A9DB-01A	TCGA-LIHC	0,7913
TCGA-HP-A5MZ-01A	TCGA-LIHC	0,5753
TCGA-HP-A5N0-01A	TCGA-LIHC	0,7466
TCGA-K7-A5RF-01A	TCGA-LIHC	0,6652
TCGA-K7-A5RG-01A	TCGA-LIHC	0,3247
TCGA-K7-A6G5-01A	TCGA-LIHC	0,7466
TCGA-K7-AAU7-01A	TCGA-LIHC	0,6386
TCGA-LG-A6GG-01A	TCGA-LIHC	0,7237
TCGA-LG-A9QC-01A	TCGA-LIHC	0,8759
TCGA-LG-A9QD-01A	TCGA-LIHC	0,8613
TCGA-MI-A75C-01A	TCGA-LIHC	0,7693
TCGA-MI-A75E-01A	TCGA-LIHC	0,7656
TCGA-MI-A75E-01A	TCGA-LIHC	0,7656
TCGA-MI-A75G-01A	TCGA-LIHC	0,9342
TCGA-MI-A75H-01A	TCGA-LIHC	0,6699
TCGA-MI-A75I-01A	TCGA-LIHC	0,7019
TCGA-MR-A520-01A	TCGA-LIHC	0,7027
TCGA-MR-A8JO-01A	TCGA-LIHC	0,5635
TCGA-NI-A4U2-01A	TCGA-LIHC	0,8599
TCGA-NI-A8LF-01A	TCGA-LIHC	0,7821
TCGA-O8-A75V-01A	TCGA-LIHC	0,6398
TCGA-PD-A5DF-01A	TCGA-LIHC	0,7192
TCGA-QA-A7B7-01A	TCGA-LIHC	0,7913
TCGA-RC-A6M3-01A	TCGA-LIHC	0,6634
TCGA-RC-A6M4-01A	TCGA-LIHC	0,9642
TCGA-RC-A6M5-01A	TCGA-LIHC	0,6831
TCGA-RC-A6M6-01A	TCGA-LIHC	0,7466
TCGA-RC-A7S9-01A	TCGA-LIHC	0,8951
TCGA-RC-A7SB-01A	TCGA-LIHC	0,7913
TCGA-RC-A7SF-01A	TCGA-LIHC	0,7913
TCGA-RC-A7SH-01A	TCGA-LIHC	0,9426
TCGA-RC-A7SK-01A	TCGA-LIHC	0,9253
TCGA-RG-A7D4-01A	TCGA-LIHC	0,4751
TCGA-T1-A6J8-01A	TCGA-LIHC	0,7151
TCGA-UB-A7MA-01A	TCGA-LIHC	0,9038
TCGA-UB-A7MB-01A	TCGA-LIHC	0,9224
TCGA-UB-A7MC-01A	TCGA-LIHC	0,8272
TCGA-UB-A7MD-01A	TCGA-LIHC	0,768
TCGA-UB-A7ME-01A	TCGA-LIHC	0,7466
TCGA-UB-A7MF-01A	TCGA-LIHC	0,7453
TCGA-UB-AA0U-01A	TCGA-LIHC	0,7467
TCGA-UB-AA0V-01A	TCGA-LIHC	0,7552
TCGA-WJ-A86L-01A	TCGA-LIHC	0,8806
TCGA-WQ-A9G7-01A	TCGA-LIHC	0,8101
TCGA-WQ-AB4B-01A	TCGA-LIHC	0,8663
TCGA-WX-AA44-01A	TCGA-LIHC	0,7553
TCGA-WX-AA46-01A	TCGA-LIHC	0,8223
TCGA-WX-AA47-01A	TCGA-LIHC	0,9041
TCGA-XR-A8TC-01A	TCGA-LIHC	0,8991
TCGA-XR-A8TD-01A	TCGA-LIHC	0,5427
TCGA-XR-A8TE-01A	TCGA-LIHC	0,7317
TCGA-XR-A8TF-01A	TCGA-LIHC	0,7913
TCGA-XR-A8TG-01A	TCGA-LIHC	0,6859
TCGA-YA-A8S7-01A	TCGA-LIHC	0,5688
TCGA-ZP-A9CV-01A	TCGA-LIHC	0,7516
TCGA-ZP-A9CY-01A	TCGA-LIHC	0,7785
TCGA-ZP-A9CZ-01A	TCGA-LIHC	0,7494
TCGA-ZP-A9D0-01A	TCGA-LIHC	0,9065
TCGA-ZP-A9D1-01A	TCGA-LIHC	0,7909
TCGA-ZP-A9D2-01A	TCGA-LIHC	0,7913
TCGA-ZP-A9D4-01A	TCGA-LIHC	0,7913
TCGA-ZS-A9CD-01A	TCGA-LIHC	0,6152
TCGA-ZS-A9CE-01A	TCGA-LIHC	0,7466
TCGA-ZS-A9CF-01A	TCGA-LIHC	0,8116
TCGA-ZS-A9CG-01A	TCGA-LIHC	0,8876
TCGA-05-4244-01A	TCGA-LUAD	0,7019
TCGA-05-4245-01A	TCGA-LUAD	NaN
TCGA-05-4249-01A	TCGA-LUAD	0,64
TCGA-05-4250-01A	TCGA-LUAD	0,637
TCGA-05-4382-01A	TCGA-LUAD	0,381
TCGA-05-4384-01A	TCGA-LUAD	0,6937
TCGA-05-4390-01A	TCGA-LUAD	0,7245
TCGA-05-4395-01A	TCGA-LUAD	0,7424
TCGA-05-4396-01A	TCGA-LUAD	0,8575
TCGA-05-4397-01A	TCGA-LUAD	0,7943
TCGA-05-4398-01A	TCGA-LUAD	0,5172
TCGA-05-4402-01A	TCGA-LUAD	0,6367
TCGA-05-4403-01A	TCGA-LUAD	0,5991
TCGA-05-4405-01A	TCGA-LUAD	0,592
TCGA-05-4410-01A	TCGA-LUAD	0,5286
TCGA-05-4415-01A	TCGA-LUAD	0,8018
TCGA-05-4417-01A	TCGA-LUAD	0,5416
TCGA-05-4418-01A	TCGA-LUAD	0,656
TCGA-05-4420-01A	TCGA-LUAD	0,7413
TCGA-05-4422-01A	TCGA-LUAD	0,7019
TCGA-05-4424-01A	TCGA-LUAD	0,5353
TCGA-05-4425-01A	TCGA-LUAD	0,6944
TCGA-05-4426-01A	TCGA-LUAD	0,8361
TCGA-05-4427-01A	TCGA-LUAD	0,6325
TCGA-05-4430-01A	TCGA-LUAD	0,4406
TCGA-05-4432-01A	TCGA-LUAD	0,6573
TCGA-05-4433-01A	TCGA-LUAD	0,6843
TCGA-05-4434-01A	TCGA-LUAD	0,4379
TCGA-05-5420-01A	TCGA-LUAD	0,3563
TCGA-05-5423-01A	TCGA-LUAD	0,645
TCGA-05-5425-01A	TCGA-LUAD	0,523
TCGA-05-5428-01A	TCGA-LUAD	0,7199
TCGA-05-5429-01A	TCGA-LUAD	0,7911
TCGA-05-5715-01A	TCGA-LUAD	0,6809
TCGA-35-3615-01A	TCGA-LUAD	0,7943
TCGA-35-4122-01A	TCGA-LUAD	0,3716
TCGA-35-4123-01A	TCGA-LUAD	0,5422
TCGA-35-5375-01A	TCGA-LUAD	0,7519
TCGA-38-4626-01A	TCGA-LUAD	0,3526
TCGA-38-4627-01A	TCGA-LUAD	0,4862
TCGA-38-4628-01A	TCGA-LUAD	0,637
TCGA-38-4629-01A	TCGA-LUAD	0,4569
TCGA-38-4630-01A	TCGA-LUAD	0,8498
